name,author,rating,new_price,old_price
О смысле жизни,Франкл Виктор Эмиль,,590.0,708.0
Здоровый ПОХ. Инструкция к жизни,Лиза Мока,,556.0,679.0
Разреши себе чувствовать. Как перестать подавлять себя и обрести подлинную силу,Юлия Булгакова,,800.0,969.0
Пробуждение тигра. Исцеление травмы. Легендарный бестселлер,Питер А. Левин,,713.0,869.0
Токсичный позитив. Как перестать подавлять негативные эмоции и оставаться искренними с собой,Уитни Гудман,,776.0,1019.0
"Пообщаемся? Говорите обо всем и с кем угодно, без неловкости и пауз",Кинг Патрик,,517.0,599.0
Жить по принципу 80/20 : практическое руководство (новое оформление),Ричард Кох,,800.0,969.0
"Принципы уверенного общения. Говори так, чтобы слушали, действуй так, чтобы уважали",Лэс Гиблин,,314.0,379.0
Выгорание. Новый подход к избавлению от стресса. NEON Pocketbooks,Амелия Нагоски,,371.0,499.0
"Онлайн-коммуникация. Как эффективно вести совещания, переговоры, вебинары и прямые эфиры","Федор Баландин,",,165.0,849.0
"Путь стоика. Сохранить спокойствие, твердость характера и благоразумие перед лицом испытаний",Уильям Ирвин,,1150.0,1359.0
Живу как хочу. Принять прошлое и обрести себя в настоящем,Ирина Гиберманн,,874.0,1149.0
"Как слушать, чтобы люди сами хотели вам все рассказать",Кинг Патрик,,517.0,599.0
Наука жить,Адлер А.,,517.0,599.0
"Разреши конфликт. Почему полезно и не страшно спорить, ругаться и отстаивать свою точку зрения",Андрей Кёниг,,819.0,989.0
Сила маленьких шагов. Ежедневник-тренинг на 100 дней. Как постепенно и комфортно изменить свою жизнь к лучшему,Галина Турецкая,7.8,625.0,759.0
Когда мысли лезут в голову. Избавься от навязчивых состояний,Прибытков А.А.,,812.0,919.0
"Поступай как женщина, думай как мужчина. Почему мужчины любят, но не женятся, и другие секреты сильного пола (подарочное издание)",Стив Харви,,200.0,949.0
Метафорические карты «Это просто любовь» (20 карточек),Зенюк Ирина,,,
Материнская любовь,Анатолий Некрасов,,379.0,469.0
Книга слез. От чувственности до притворства,Хизер Кристл,,141.0,699.0
Техники гипноза: обратная сторона сознания,Геннадий Иванов,,775.0,939.0
Толкование сновидений,Фрейд З.,,213.0,299.0
Исцеление внутреннего ребенка. Упражнения для обретения лучшей части себя,Роберт Джекман,,644.0,779.0
Подавляй и властвуй. Как люди теряют человечность?,Филип Зимбардо,,731.0,889.0
Метафорические карты «Это просто жизнь» (20 карточек),Зенюк Ирина,,,
Быть нельзя казаться,Петряков А.О.,,868.0,989.0
Думай как математик: Как решать любые задачи быстрее и эффективнее,Оакли Барбара,,440.0,528.0
"Расстаться нельзя остаться. Книга для тех, кто устал от драм и хочет счастливых отношений",Артём Карпавичус,,625.0,759.0
Логотерапия и экзистенциальный анализ: статьи и лекции,Франкл Виктор Эмиль,,440.0,528.0
Прочитай меня. От бессознательных привычек к осознанной жизни,Виктор Васильев,,688.0,829.0
"Ненавижу уборку. Как поддерживать порядок в доме, когда на уборку нет никаких сил",Дэвис КейСи,,600.0,729.0
Зигмунд Фрейд. Психопатология обыденной жизни. Толкование сновидений. Пять лекций о психоанализе,Зигмунд Фрейд,,600.0,729.0
"Дневник благодарности. 90 дней, которые станут началом удивительных перемен в жизни (градиент)",,,313.0,379.0
Метамодерн. Счастье в квадрате (новое оформление),Павел Пискарев,,1044.0,1249.0
Компас эмоций: Как разобраться в своих чувствах,Санд И.,,390.0,468.0
Мамина нелюбовь. Как исцелить скрытые раны от несчастливого детства,Жасмин Ли Кори,,425.0,519.0
Ребенок в тебе должен обрести дом. Воркбук для самостоятельной работы. 3 шага к настоящему себе,Стефани Шталь,,688.0,829.0
"Моя сепарация, или Я не завишу от других! Метафорические спектрокарты для работы с глубинными сценариями",Вероника Хлебова,,1044.0,1249.0
"Анатомия тревоги. Практическое руководство, которое превратит вашу тревогу в суперспособность",Эллен Вора,,713.0,869.0
"Тревожный мозг. Как успокоить мысли, исцелить разум и вернуть контроль над собственной жизнью",Аннибали Джозеф,,469.0,563.0
Любит или не любит. Что мешает вам создать крепкие отношения и как это исправить,Стефани Шталь,,425.0,519.0
Хочу и буду. 6 правил счастливой жизни (покет),Михаил Лабковский,7.5,497.0,596.0
Сверхъестественный разум. Как обычные люди делают невозможное с помощью силы подсознания,Джо Диспенза,,450.0,549.0
"Это же любовь! Книга, которая помогает семьям",Виктория Дмитриева,,669.0,809.0
"Больше, чем просто красивая. 12 тайных сил женщины, перед которыми невозможно устоять",Кара Кинг,,538.0,659.0
"Мои эмоции. Терапевтический дневник для тех, кто хочет разобраться в себе и подружиться со своими чувствами",Нестерова В.Д.,,513.0,619.0
"О чем мечтать. Как понять, чего хочешь на самом деле, и как этого добиться. Покетбук",Барбара Шер,,371.0,499.0
Психология западной религии,Карл Густав Юнг,,314.0,379.0
Вопрос смерти и жизни,"Мэрилин Ялом,",,450.0,549.0
Повседневные психические расстройства. Самодиагностика и самопомощь,Долганова А.,,,
"Абьюз: маски, которые надевает хищник. Как вырваться из лап абьюзера и как в них никогда не попадать. 2-е издание",Вера Бокарева,,600.0,729.0
Внутренние субличности. Проработать травмы и обрести целостность с помощью IFS-терапии,Ричард Шварц,,874.0,1149.0
Тяга,Фишер К.,,729.0,889.0
Мгновенная самопрезентация. Как говорить шутя и при этом добиваться серьезных результатов,Владимир Ханжин,,513.0,619.0
Как любить ребенка,Януш Корчак,,213.0,299.0
Материнская власть: Психологические последствия в жизни взрослых людей. Как начать жить своей жизнью,Новоселова Е.,,640.0,768.0
Развить мозг. Мнемотехники и НЛП. Скрытые возможности,"Надежда Владиславова,",,450.0,549.0
Счастье на носу. Философия Икигай и другие секреты жизни в удовольствие,Харуки Канагава,,450.0,549.0
"Все мои ментальные демоны. Научно доказанные способы борьбы с депрессией, бессонницей, СДВГ, тревожным, биполярным и другими расстройствами",Яо Наилинь,,736.0,969.0
Мак-Бук. Настольная книга по практикам с Метафорическими Ассоциативными Картами,Анна Моисеенко,,1356.0,1569.0
Психология масс и анализ человеческого Я,Зигмунд Фрейд,,268.0,329.0
"Другой взгляд на человека. Книга, меняющая сознание. Революционное открытие в мире психологии",Александр Российский,,865.0,1038.0
Психосоматика: Краткий курс самопомощи,Геннадий Старшенбаум,,494.0,599.0
"Ей о нем. Узнать, понять и стать счастливой",Андрей Клеверин,,314.0,379.0
"Метафорические карты ""Дух творчества""",Каминская Мария,,1044.0,1249.0
Уфологи в штатском. Как спецслужбы работают с НЛО,Пилкингтон М.,,688.0,829.0
Перепрограммируйте свой мозг с ОКР: мощные навыки и эффективные методики освобождения,"Питтмен К., Янгс У.",,232.0,349.0
Как завоевывать друзей и оказывать влияние на людей,Дейл Карнеги,,635.0,762.0
"Психотрюки. 69 приемов в общении, которым не учат в школе",Игорь Рызов,9.4,339.0,409.0
Путь игрока. Ставка ценой в жизнь: как не дать слабостям управлять вашей жизнью,Юрий Шапкин,,600.0,729.0
Личные границы и эмоции: правдивые истории из жизни Никиты,Бочкова О.,,675.0,810.0
Созданы для любви. Как знания о мозге и стиле привязанности помогут избегать конфликтов и лучше понимать своего партнера,Стэн Таткин,,776.0,1019.0
Спокойное сердце. О счастье принятия и умении идти дальше. Обнимающая мудрость психотерапевта Накамура-сенсея,"Цуэнко Накамура,",,552.0,729.0
"Психоанализ. Знания, которые не займут много места","Хортова Е., Черепенчук В.",,209.0,289.0
Психика и жизнь. Внушение,Владимир Бехтерев,,229.0,309.0
Очарованные смертью. Почему они убивают,Валери Айерс,,600.0,729.0
"Хочется всех послать, а еще поесть ттокпокки",Пэк Сехи,,513.0,619.0
Сепарация: как перестать зависеть от других людей,Вероника Хлебова,,379.0,469.0
Шизофрения. Правда и мифы о самом неоднозначном психическом заболевании,Натан Файлер,,339.0,409.0
Мудрость тела. Как наладить отношения с собой и едой,Хиллари Л. МакБрайд,,379.0,469.0
"Доброе утро, монстр! Психотерапевтические истории, которые помогут жить дальше",Кэтрин Гилдинер,,450.0,549.0
"Хрупкие люди. Почему нарциссизм - это не порок, а особенность, с которой можно научиться жить",Юлия Пирумова,,469.0,569.0
О пользе волшебства. Смысл и значение волшебных сказок,Бруно Беттельгейм,,1006.0,1309.0
"Полюби лучшее в себе и худшее в других. Книга прощения, принятия и обретения спокойствия","Шэрон Зальцберг,",,756.0,919.0
Амур и Психея. Трансформация женственности в толковании мифа,Эрих Нойманн,,696.0,919.0
Рецепт настоящей любви. 7 дней до лучших отношений и взаимопонимания,"Джон Готтман,",,538.0,659.0
"Хватит быть удобным. Как научиться говорить ""НЕТ"" без угрызений совести",Захариадис Д.,,379.0,469.0
"Группа. История о психотерапии, которая помогла избавиться от травм прошлого и принять себя",Кристи Тейт,,556.0,679.0
"Книга-сериал по самооценке. Вернуть доверие к себе и создать жизнь, о которой вы мечтали",Анна Бабич,,633.0,829.0
"Не кормите психопата: Как восстановиться после нездоровых отношений с нарциссами, социопатами и прочими токсичными людьми",Маккензи Дж.,,756.0,939.0
"Зоопарк в твоей голове. 25 психологических синдромов, которые мешают нам жить","Артем Толоконин,",,625.0,759.0
Управление конфликтами,Виктор Шейнов,,994.0,1199.0
Моя первая книга эмоций. 30 историй для развития эмоционального интеллекта,Мария Менендес-Понте,,834.0,1099.0
"Чего хотят мужчины: Открывая заново отношения, секс, силу",Богомолов В.,,528.0,679.0
Совершенно не случайно. Как запрограммировать свою жизнь на удачу,Анвар Бакиров,,775.0,939.0
Руки уже в раю. Про несчастный случай и невероятное желание жить,Кравченко Д.В.,,625.0,759.0
"Бархатная книга. Мудрые истории о любви, дружбе и счастье, которые дарят тепло и вдохновение",Анна Кирьянова,,644.0,779.0
Кофе еще не остыл. Новые истории из волшебного кафе,Кавагути Тосикадзу,,643.0,729.0
Пока не остыл кофе,Кавагути Тосикадзу,,647.0,729.0
Тайная опора: привязанность в жизни ребенка,Людмила Петрановская,10.0,600.0,729.0
Проект Счастье. Мечты. План. Новая жизнь,Гретхен Рубин,9.3,330.0,399.0
"Отказываюсь выбирать! Как использовать свои интересы, увлечения и хобби, чтобы построить жизнь и карьеру своей мечты",Барбара Шер,9.6,799.0,1039.0
"Голая женщина, стоящая на голове","Гэри Смолл,",,360.0,439.0
"Номер 1. Как стать лучшим в том, что ты делаешь",Игорь Манн,9.3,1679.0,2089.0
Рисовый штурм и еще 21 способ мыслить нестандартно,Майкл Микалко,9.4,1006.0,1649.0
Как управлять собой и другими с помощью НЛП. Книга для начинающих,Анвар Бакиров,,756.0,919.0
"Мечтай как женщина, побеждай как мужчина. Мужские секреты достижения успеха, которые должна знать каждая женщина",Стив Харви,,425.0,519.0
"Поступай как женщина, думай как мужчина. Почему мужчины любят, но не женятся, и другие секреты сильного пола",Стив Харви,8.7,425.0,519.0
В диких условиях,Джон Кракауэр,,314.0,379.0
Психология влияния. Как научиться убеждать и добиваться успеха,Роберт Чалдини,7.8,800.0,969.0
Язык телодвижений,"Аллан Пиз,",,450.0,549.0
Как научиться разбираться в людях?: 49 простых правил,Оксана Сергеева,,165.0,209.0
"Как быть, когда все не так, как хочется",Александр Свияш,,360.0,439.0
Большая книга-тренажер для вашего мозга и подсознания,Антон Могучий,9.6,360.0,439.0
Если с ребенком трудно,Людмила Петрановская,9.8,404.0,499.0
"Люди, которые играют в игры",Эрик Берн,,686.0,829.0
Спасать или спасаться? Как избавитьcя от желания постоянно опекать других и начать думать о себе,Битти М.,9.5,446.0,535.0
Психология влияния. Как научиться убеждать и добиваться успеха,Роберт Чалдини,9.7,731.0,889.0
"Больше, чем просто красивая. 12 тайных сил женщины, перед которой невозможно устоять",Кара Кинг,,425.0,519.0
Невротическая личность нашего времени. Новые пути в психоанализе,Хорни К.,,1217.0,1359.0
Психология лжи. 4-е изд.,Экман П.,,693.0,1409.0
Основы общей психологии,Рубинштейн С.,,853.0,1989.0
Эмоциональный интеллект,"Банкер К., Бояцис Р., Брокнер Дж. И др.",,840.0,1008.0
"Не бойся действовать: Женщина, работа и воля к лидерству","Сэндберг Ш., Сковелл Н.",,740.0,888.0
Нейропсихологические занятия с детьми. Ч.1,"Колганова В., Пивоварова Е., Колганов С. и др.",,504.0,759.0
Нейропсихологические занятия с детьми. Ч.2,"Колганова В., Пивоварова Е., Колганов С. и др.",,,
Самое важное,Кови С.,,588.0,759.0
Сила рода во мне. Как понять и познать свою связь с родом. Руководство для новичков,Солодовникова О.,,249.0,339.0
Как стать бизнесменом,Тиньков Олег Юрьевич,,990.0,1188.0
Миф о красоте: Стереотипы против женщин,Вульф Наоми,9.2,940.0,1128.0
Психология влияния. 5-е изд.,Чалдини Р.,,596.0,2199.0
"Почему мы такие? 16 типов личности, определяющих, как мы живем, работаем и любим","Крегер О., Тьюсен Дж.",,840.0,1008.0
Роберт Чалдини. Психология влияния,Роберт Чалдини,9.9,1200.0,1409.0
"Каменное Лицо, Черное Сердце. Азиатская философия побед без поражений",Чин-Нинг Чу,,844.0,1019.0
"Это взрослая жизнь, детка! Как прожить свои двадцать так, чтобы ни о чем не жалеть в тридцать",Пол Энгони,,669.0,809.0
Вагина: Новая история женской сексуальности,Вульф Наоми,8.7,940.0,1128.0
"Тревожный мозг. Как успокоить мысли, исцелить разум и вернуть контроль над собственной жизнью",Аннибали Джозеф,,731.0,889.0
Говорите точно... Как соединить радость общения и пользу убеждения,"Аллан Пиз,",,314.0,379.0
Поймать большую рыбу,Дэвид Линч,8.9,729.0,889.0
"12 лет рабства. Реальная история предательства, похищения и силы духа",Соломон Нортап,9.6,305.0,369.0
"Мужчины с Марса, женщины с Венеры. Как думать эффективнее. Практики для развития вашего мозга",Джон Грэй,,513.0,619.0
Думай и богатей,,8.6,337.0,404.0
"Цели и ценности. Как перестать быть таким, как все",Меньшикова К.,,264.0,359.0
Введение в психоанализ,Фрейд З.,7.8,213.0,299.0
Гениальность и помешательство,Ломброзо Ч.,,213.0,299.0
Ежедневник старшего воспитателя,"Афонькина Ю., Себрукович З.",,,
"Мастер времени. Что когда, надо делать, чтобы все успевать. Трейси Б.",Трейси Б.,,590.0,843.0
Турбокоуч. Мощная система достижений для прорыва в карьере . Трейси Б.,"Трейси Б., Фрейзер К.",,483.0,690.0
Точка кризиса. Секреты успеха в критических обстоятельствах . Трейси Б.,Трейси Б.,,460.0,658.0
"8 ритуалов успеха в жизни и бизнесе от монаха, который продал свой ""феррари"". Как побеждать",Робин Шарма,,339.0,409.0
"8 ритуалов успеха в жизни и бизнесе от монаха, который продал свой ""феррари"". Как побеждать",Робин Шарма,,581.0,709.0
Воля и самоконтроль: Как гены и мозг мешают нам бороться с соблазнами,Ирина Якутенко,,940.0,1128.0
"Проще говоря: Как писать деловые письма, проводить презентации, общаться с коллегами и клиентами",Салливан Дж.,,708.0,919.0
Ложь: Почему говорить правду всегда лучше (Покет),,,390.0,468.0
"Люби себя - не важно, с кем ты",Цурхорст Е.-М.,9.6,390.0,468.0
"Главное внимание главным вещам: Жить, любить, учиться и оставить наследие (Покет серия)","Кови С., Меррилл Р., Меррилл Р.",,440.0,528.0
Одна и счастлива: Как обрести почву под ногами после расставания или развода (покет),Федэл Тэмсин,,390.0,468.0
Синдром белки в колесе: Как сохранить здоровье и сберечь нервы в мире бесконечных дел + покет-серия,Уивер Либби,,390.0,468.0
На крючке: Как разорвать круг нездоровых отношений (Покет),"Далсегг А., Вессе И.",,440.0,528.0
Что бы сказал Фрейд? Как великие психотерапевты решили бы ваши проблемы (обложка),Томли С.,,740.0,888.0
Письма о добром и прекрасном,Дмитрий Лихачев,,540.0,648.0
Искусство возможности: Как сыграть свою лучшую партию в карьере и жизни + Покет-серия,,,348.0,469.0
Метод кайдзен: Шаг за шагом к достижению цели + Покет-серия,Маурер Р.,9.8,390.0,468.0
"Мышление будущего. Пять стратегий, ведущих к успеху в жизни + Покет серия",Гарднер Говард,,348.0,469.0
Лучшая версия себя: Правила обретения счастья и смысла на работе и в жизни + покет-серия,"Голдсмит М., Рейтер М.",,390.0,468.0
Практическая характерология. Методика 7 радикалов,Виктор Пономаренко,9.5,538.0,659.0
Самодисциплина 2.0. Как не проспать свою жизнь,Владимир Якуба,,1133.0,1459.0
"Дикая, свободная, настоящая. Могущество женской природы",Камилл Сфез,,425.0,519.0
Внимание самому важному. От стресса и хаоса к осмысленности и концентрации,Нин Джеймс,,1133.0,1459.0
8 важных свиданий. Как создать отношения на всю жизнь,Джон Готтман,,450.0,549.0
Бойся... но действуй! Как превратить страх из врага в союзника + Покет-серия,Джефферс С.,,390.0,468.0
Тренажер памяти: Как развить память за 40 дней,Мур Г.,,540.0,648.0
Рецепт счастья: Принимайте себя три раза в день,Сигитова Е.,,540.0,675.0
Запомнить все: Усвоение знаний без скуки и зубрежки + Покет-серия,"Браун П., Макдэниэл М.,Рёдигер Г.",9.0,440.0,528.0
Материнская любовь. Все самые сложные вопросы. Советы и рекомендации,Анатолий Некрасов,,688.0,829.0
Мистика лидерства. Развитие эмоционального интеллекта,Врис М.,,468.0,599.0
Вообразить будущее: Креативный подход к изменениям в бизнесе,"Комсток Б., Тал Т.",,740.0,888.0
Любовь на всю жизнь. Руководство для пар,Хелен Хант,,960.0,1549.0
"1000 и 1 день без секса. Белая книга. Чем занималась я, пока вы занимались сексом",Наталья Краснова,9.5,669.0,809.0
Женщина преступница и проститутка,Ломброзо Ч.,,223.0,309.0
Толкование сновидений,Фрейд З.,8.9,213.0,299.0
Я и Оно,Фрейд З.,,204.0,289.0
Хозяин Чёрного Замка и другие истории,Дойль А.,9.9,970.0,1199.0
Формула да Винчи. 7 ключей к гениальности,Меллер Й.,,509.0,659.0
Как наслаждаться жизнью и получать удовольствие от работы,Карнеги Д.,,737.0,1053.0
"Мужчины с Марса, женщины с Венеры. Новая версия для современного мира",Джон Грэй,8.2,994.0,1199.0
"Маленькая книга цвета: Как использовать потенциал цветовой гаммы, чтобы изменить свою жизнь",Халлер К.,,927.0,1149.0
Нейропсихологические прописи. Буква за буквой,Праведникова И.,,,
Нейропсихологическое чтение. Слово за слово. Учимся понимать смысл текста,Праведникова И.,,,
Мотивация и личность. 3-е изд.,Маслоу А,,1946.0,2089.0
Сценарии жизни людей (покет) Школа Эрика Берна,Штайнер К.,,517.0,599.0
Когнитивная психотерапия расстройств личности,"Бек А., Фримен А.",,875.0,1519.0
Терапия эмоциональных схем,Лихи Р.,,1932.0,2089.0
Немыслимое: путешествие по самым странным мозгам в мире. Неврологическая революция от Оливера Сакса до наших дней,Томсон Х.,,753.0,869.0
12 правил жизни: противоядие от хаоса Предисловие Нормана Дойджа,Питерсон Д.,9.7,1190.0,1359.0
Психология стресса. 3-е изд.,Сапольски Роберт,,1072.0,1519.0
Общая психология: Учебник для вузов,Маклаков Анатолий Геннадьевич,,2289.0,2519.0
Невроз и личностный рост: борьба за самореализацию,Хорни К.,,1294.0,1409.0
Мышление и речь,Выготский Лев Семенович,,2030.0,2199.0
"Разум рулит настроением. Измени свои мысли, привычки, здоровье, жизнь","Гринбергер Д., Падески К.",,1030.0,1199.0
Память. Упражнения и задания по японской системе развития мозга,Кавашима Р.,,777.0,889.0
Техники когнитивной психотерапии,Лихи Р.,,1372.0,1519.0
Внутри и вне помойного ведра,Перлз Фредерик,,517.0,599.0
Кафе на краю земли. Возвращение в кафе. Подарочное издание с иллюстрациями,Джон Стрелеки,9.2,800.0,969.0
Дар психотерапии (новое издание),Ирвин Ялом,9.8,713.0,869.0
Практическая конфликтология : от конфронтации к сотрудничеству,Виктор Пономаренко,9.0,513.0,619.0
"Синдром Патрика. Как создать личный бренд, оставаясь верным самому себе","Надежда Кобина,",,950.0,1149.0
Дорога к успеху,Наполеон Хилл,,440.0,628.0
Тайная жизнь денег. Секреты привлечения и приручения,Кен Хонда,,819.0,989.0
"Женщина, которая светится изнутри. Как найти свой источник женской силы и сексуальности",Реджина Томасауэр,,756.0,919.0
"С чистого листа, Книги для счастливой жизни (новый комплект)","Мари Кондо,",,1544.0,1779.0
Викиномика: Как массовое сотрудничество изменяет все,"Тапскотт Д., Уильямс Э.",,540.0,648.0
Честно о нечестности: Почему мы лжем всем и особенно себе,Ариели Дэн,,708.0,919.0
"Второй шанс для Кристины. Миру наплевать, выживешь ты или умрешь. Все зависит от тебя",Кристина Рикардссон,,644.0,779.0
24 закона обольщения,Грин Р.,,830.0,1071.0
Всё сбудется! Я. Исполняю. Желания,Елена Вайс,9.5,713.0,869.0
Под солнцем Тосканы,Фрэнсис Мэйес,8.5,625.0,759.0
Не молчи,Марьям Алиева,,450.0,549.0
Талисман счастья и удачи. Мудрая психология на каждый день,Анна Кирьянова,7.6,669.0,809.0
Карты смысла. Архитектура верования,Питерсон Дж.,,2030.0,2199.0
Прокачай мозг с помощью новой методики суперсчета от Рюта Кавашимы,Кавашима Р.,,637.0,729.0
"6 минут. Ежедневник, который изменит вашу жизнь (базальт)",Спенст Доминик,,990.0,1188.0
"Пластичность мозга. Потрясающие факты о том, как мысли способны менять структуру и функции нашего мозга",Норман Дойдж,9.2,494.0,599.0
"Общайся так, чтобы тебя слышали, слушали и слушались!","Наполеон Хилл,",9.2,288.0,349.0
"Мама против беспорядка. Как все организовать, чтобы хватило места счастью, веселью и творчеству",Лена Данилова,,538.0,659.0
100% грамотность. Нейропсихологический тренажер по чистописанию,Александра Соболева,9.3,219.0,299.0
Я понимаю тебя без слов. Как читать людей по жестам и мимике,"Касия Везовски,",8.9,446.0,535.0
Восточная психология,Рами Блект,,339.0,409.0
LOVE-леди. Искусство отличаться от других женщин,Егор Горд,,688.0,829.0
Жить не спеша,Макэлри Б.,,912.0,1303.0
Манипулятор в овечьей шкуре. Как не стать жертвой его уловок,Джордж К. Саймон,,450.0,549.0
Большая книга психосоматики. Руководство по диагностике и самопомощи,Геннадий Старшенбаум,,950.0,1149.0
"Радость. Как наполнить тело энергией, а жизнь счастьем",Лоуэн Александр,,936.0,1337.0
Не сойти с ума. Курс выживания в любой ситуации,Пятницкий А.,,,
"Уступите место драме. Как писать интересно даже на скучные темы. Копирайтерам, журналистам, редакторам",Людмила Сарычева,9.4,950.0,1149.0
Манипуляция и лидерство,Нелли Власова,,513.0,619.0
Дао жизни. Мастер-класс от убежденного индивидуалиста,Ирина Хакамада,,513.0,619.0
"Фокусы внимания. Как жить в мире, где всё отвлекает",Стихель С.,,231.0,299.0
Рационально-эмотивно-поведенческая терапия,"Диджузеппе Р., Дойл К., Драйден У. и др.",,1679.0,1879.0
Не слушай,Марьям Алиева,,425.0,519.0
Не орите на меня! 8 способов ухода от психологической агрессии,,,625.0,759.0
Подсознание может все!,Кехо Дж.,,762.0,1089.0
ЛЮБИ СЕБЯ. Словно от этого зависит твоя жизнь,Камал Равикант,9.1,856.0,1027.0
Рожденная женщиной. Твой путь к женской силе,Наталья Покатилова,,314.0,379.0
Без видимых повреждений,Рейчел Снайдер,,314.0,999.0
"Основы нейропсихологии. Теория и практика. 2-е издание, переработанное, расширенное",Визель Татьяна Григорьевна,,869.0,1039.0
Сам себе психолог,"Каппони В., Новак Т.",,517.0,599.0
Прирожденный чемпион: как излучать уверенность в себе и позитив . (обл.). Зиглар З.,Зиглар З.,,383.0,547.0
Ловушки и иллюзии мозга,Алексей Филатов,,513.0,619.0
"Полный курс начинающего психолога. Приемы, примеры, подсказки",Геннадий Старшенбаум,9.5,713.0,869.0
Кафе на краю земли. Возвращение в кафе. Два бестселлера под одной обложкой,Джон Стрелеки,7.8,425.0,519.0
"Слова, которые нам не говорили родители",Вячеслав Прах,9.5,581.0,709.0
Сам себе плацебо. Как использовать силу подсознания для здоровья и процветания,Джо Диспенза,8.8,469.0,563.0
Научно-обоснованная практика в когнитивно-поведенческой терапии,"Добсон Д., Добсон К.",,1666.0,1779.0
Развивай свой мозг. Как перенастроить разум и реализовать собственный потенциал,Джо Диспенза,8.6,469.0,569.0
Книга как лекарство.Скорая лиературная помощь от А до Я,"Берту Э., Элдеркин С.",,608.0,919.0
Гид по счастью. 300 ответов на главные женские вопросы. #ЖенскоеЗдоровье #Материнство #Психология #СексОтношения #СтильКрасота,Наташа Давыдова,,250.0,1349.0
Психосоматика аллергии. Лекарства или новое мышление,"Михаил Филяев,",7.5,625.0,759.0
"Она не объясняет, он не догадывается. Японское искусство диалога без ссор",Иота Тацунари,,600.0,729.0
"Терапия беспокойства: Как справляться со страхами, тревогами и паническими атаками без лекарств",Бернс Дэвид,9.5,990.0,1188.0
"Куриный бульон для души. Я решила - смогу! 101 история о женщинах, для которых нет ничего невозможного",Эми Ньюмарк,,425.0,519.0
Куриный бульон для души. Сердце уже знает. 101 история о правильных решениях,"Эми Ньюмарк,",,425.0,519.0
Создаю. Деньги. Легко. Твой новый финансовый уровень,Елена Вайс,8.2,731.0,889.0
Эссенциализм. Путь к простоте,Грег МакКеон,,1420.0,1779.0
Герои книг на приеме у психотерапевта: Прогулки с врачом по страницам литературных произведений. От Ромео и Джульетты до Гарри Поттера,"Хохбрунн К., Боттлингер А.",9.2,740.0,888.0
"Психосоматика: как выйти из адского круга панических атак, беспокойства, стресса и тревожных состояний. 20 работающих способов","Павел Федоренко,",,644.0,779.0
Эмоции. Не позволяй обстоятельствам и окружающим играть на нервах (#экопокет),Эллис А,,517.0,599.0
Управление гневом. Как не выходить из себя и справиться с самой разрушительной эмоцией (#экопокет),"Эллис А., Тафрейт Р.",,517.0,599.0
Когда Ницше плакал,Ирвин Ялом,9.5,450.0,549.0
"Что излучаете, то и получаете. Мудрая книга ответов на твои вопросы",Аму Мом,8.4,600.0,729.0
Неудобные разговоры. Как общаться на невыносимо трудные темы,"Дуглас Стоун,",,844.0,1019.0
Купи себе эти чертовы лилии. И другие целительные ритуалы для настройки своей жизни,Тара Шустер,8.2,906.0,1099.0
10 принципов жизни. Алмазная мудрость на каждый день. Книга + игра,"Алексей Просекин,",,513.0,619.0
Успешное утро: как правильное начало дня может решить вообще все проблемы,Сара Робертс,,209.0,599.0
Мужские имена. Цифровой психоанализ,Александров А.,,519.0,669.0
"Беспокойный мозг. Полезный гайд по снижению тревожности и стресса. Как бороться с депрессией, тревожным расстройством, посттравматическим синдромом, ОКР и СДВГ.",Ума Найду,,906.0,1099.0
"Исцели свои травмы. Как оставить в прошлом страх и стыд, поднять самооценку и успокоить внутреннего критика",Беверли Энгл,9.2,644.0,779.0
Скорочтение на практике. Как читать в 3 раза быстрее и хорошо запоминать прочитанное (обновленное издание),Павел Палагин,,1044.0,1249.0
В своем уме: Как заботиться о собственной психике каждый день,Варламова Д.,,690.0,828.0
Хочу — Mогу — Надо. Узнай себя и действуй!,Марина Мелия,9.3,518.0,622.0
Психотипы человека: приемы влияния и психологические хитрости,Светлана Кузина,,513.0,619.0
Беспощадная психиатрия: шокирующие методы лечения XIX века,Дмитрий Филиппов,,209.0,649.0
Патология влечений. Руководство по профайлингу,"Карл Густав Юнг,",,713.0,869.0
Позитивная психология для жизни,Александр Свияш,,625.0,1349.0
Принцесса на всю голову. Почему мы влюбляемся в сказочных дураков,Наталья Краснова,,688.0,829.0
Очерки по психологии сексуальности,Зигмунд Фрейд,,268.0,329.0
Магия мозга и лабиринты жизни,Бехтерева Наталья Петровна,,775.0,939.0
Не бойся. Как уйти от негативного сценария в жизни,Ирина Маслова,,538.0,659.0
"Управление вниманием. 4 приема стать продуктивнее, меньше работать и все успевать",Грэм Олкотт,,688.0,829.0
Нумерология семейных отношений,Дмитрий Росоха,,538.0,659.0
Введение в психоанализ,Зигмунд Фрейд,,259.0,319.0
Хочу всем нравиться. Как исцелиться от стремления быть идеальной и выстроить гармоничные отношения с собой и окружающими,Бэрбель Вардецки,,688.0,829.0
